Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
2023-06-08,18725.35,18777.9,18615.6,18634.55,286468927.0,22762.3
2023-06-09,18655.9,18676.65,18555.4,18563.4,221760885.0,20181.42
2023-06-12,18595.05,18633.6,18559.75,18601.5,179463966.0,15386.04
2023-06-13,18631.8,18728.9,18631.8,18716.15,233167883.0,22612.62
2023-06-14,18744.6,18769.7,18690.0,18755.9,261354575.0,19520.08
2023-06-15,18774.45,18794.1,18669.05,18688.1,263004991.0,24820.77
2023-06-16,18723.3,18864.7,18710.5,18826.0,272771256.0,28877.67
2023-06-19,18873.3,18881.45,18719.15,18755.45,219815214.0,22699.84
2023-06-20,18752.35,18839.7,18660.65,18816.7,211649257.0,19687.08
2023-06-21,18849.4,18875.9,18794.85,18856.85,217481345.0,19102.48
2023-06-22,18853.6,18886.6,18759.5,18771.25,252697871.0,24990.87
2023-06-23,18741.85,18756.4,18647.1,18665.5,210562119.0,20619.6
2023-06-26,18682.35,18722.05,18646.7,18691.2,171271325.0,17355.14
2023-06-27,18748.55,18829.25,18714.25,18817.4,222464605.0,21415.89
2023-06-28,18908.15,19011.25,18861.35,18972.1,398782019.0,37356.94
2023-06-30,19076.85,19201.7,19024.6,19189.05,247906587.0,26376.62
2023-07-03,19246.5,19345.1,19234.4,19322.55,226050219.0,22681.54
2023-07-04,19406.6,19434.15,19300.0,19389.0,226916635.0,26634.06
2023-07-05,19405.95,19421.6,19339.6,19398.5,224418797.0,24699.24
2023-07-06,19385.7,19512.2,19373.0,19497.3,268261285.0,28540.18
2023-07-07,19422.8,19523.6,19303.6,19331.8,237102566.0,23089.25
2023-07-10,19400.35,19435.85,19327.1,19355.9,268246132.0,25991.55
2023-07-11,19427.1,19515.1,19406.45,19439.4,251263638.0,26883.78
2023-07-12,19497.45,19507.7,19361.75,19384.3,327941559.0,40163.14
2023-07-13,19495.2,19567.0,19385.8,19413.75,310442517.0,27244.56
2023-07-14,19493.45,19595.35,19433.5,19564.5,291165841.0,25484.44
2023-07-17,19612.15,19731.85,19562.95,19711.45,268707894.0,25975.57
2023-07-18,19787.5,19819.45,19690.2,19749.25,286353897.0,33269.08
2023-07-19,19802.95,19851.7,19727.45,19833.15,259660464.0,26447.9
2023-07-20,19831.7,19991.85,19758.4,19979.15,274698867.0,30622.66
2023-07-21,19800.45,19887.4,19700.0,19745.0,312461795.0,33802.14
2023-07-24,19748.45,19782.75,19658.3,19672.35,265562151.0,24522.29
2023-07-25,19729.35,19729.35,19615.95,19680.6,369653496.0,29665.67
2023-07-26,19733.35,19825.6,19716.7,19778.3,244747425.0,23023.86
2023-07-27,19850.9,19867.55,19603.55,19659.9,334891351.0,35019.13
2023-07-28,19659.75,19695.9,19563.1,19646.05,258671382.0,22995.98
2023-07-31,19666.35,19772.75,19597.6,19753.8,295053318.0,23075.38
2023-08-01,19784.0,19795.6,19704.6,19733.55,298048161.0,24554.71
2023-08-02,19655.4,19678.25,19423.55,19526.55,290666798.0,23997.47
2023-08-03,19463.75,19537.65,19296.45,19381.65,315688612.0,29899.38
2023-08-04,19462.8,19538.85,19436.45,19517.0,280799561.0,28086.15
2023-08-07,19576.85,19620.45,19524.8,19597.3,216586074.0,21655.87
2023-08-08,19627.2,19634.4,19533.1,19570.85,260294052.0,25437.47
2023-08-09,19578.8,19645.5,19467.5,19632.55,266495074.0,23201.75
2023-08-10,19605.55,19623.6,19495.4,19543.1,312193785.0,29430.34
2023-08-11,19554.25,19557.75,19412.75,19428.3,235524048.0,24521.24
2023-08-14,19383.95,19465.85,19257.9,19434.55,243850815.0,22767.43
2023-08-16,19369.0,19482.75,19317.2,19465.0,226627230.0,21484.66
2023-08-17,19450.55,19461.55,19326.25,19365.25,268663456.0,26505.65
2023-08-18,19301.75,19373.8,19253.6,19310.15,256142364.0,25641.41
2023-08-21,19320.65,19425.95,19296.3,19393.6,262589133.0,20738.75
2023-08-22,19417.1,19443.5,19381.3,19396.45,208704354.0,20226.48
2023-08-23,19439.2,19472.05,19366.6,19444.0,225214991.0,20167.16
2023-08-24,19535.15,19584.45,19369.0,19386.7,268256859.0,24338.24
2023-08-25,19297.4,19339.55,19229.7,19265.8,466518217.0,24998.12
2023-08-28,19298.35,19366.85,19249.7,19306.05,248178769.0,18237.22
2023-08-29,19374.85,19377.9,19309.1,19342.65,307388116.0,22501.12
2023-08-30,19433.45,19452.8,19334.75,19347.45,233004568.0,19877.49
2023-08-31,19375.55,19388.2,19223.65,19253.8,562557215.0,45699.54
2023-09-01,19258.15,19458.55,19255.7,19435.3,372502191.0,25962.38
2023-09-04,19525.05,19545.15,19432.85,19528.8,396071122.0,24822.79
2023-09-05,19564.65,19587.05,19525.75,19574.9,303958622.0,24029.89
2023-09-06,19581.2,19636.45,19491.5,19611.05,512974083.0,32500.52
2023-09-07,19598.65,19737.0,19550.05,19727.05,304929822.0,23591.0
2023-09-08,19774.8,19867.15,19728.05,19819.95,288093693.0,23530.84
2023-09-11,19890.0,20008.15,19865.35,19996.35,248763130.0,21924.34
2023-09-12,20110.15,20110.35,19914.65,19993.2,328064239.0,30110.8
2023-09-13,19989.5,20096.9,19944.1,20070.0,251394599.0,24332.36
2023-09-14,20127.95,20167.65,20043.45,20103.1,275111881.0,21902.65
2023-09-15,20156.45,20222.45,20129.7,20192.35,438185104.0,42681.35
2023-09-18,20155.95,20195.35,20115.7,20133.3,264870758.0,21135.95
2023-09-20,19980.75,20050.65,19878.85,19901.4,378065882.0,37351.58
2023-09-21,19840.55,19848.75,19709.95,19742.35,275132260.0,26711.83
2023-09-22,19744.85,19798.65,19657.5,19674.25,246410075.0,24137.57
2023-09-25,19678.2,19734.15,19601.55,19674.55,188398392.0,20194.48
2023-09-26,19682.8,19699.35,19637.45,19664.7,204869058.0,18118.19
2023-09-27,19637.05,19730.7,19554.0,19716.45,203559874.0,19659.17
2023-09-28,19761.8,19766.65,19492.1,19523.55,352810261.0,30069.78
2023-09-29,19581.2,19726.25,19551.05,19638.3,243508919.0,20978.72
2023-10-03,19622.4,19623.2,19479.65,19528.75,221719625.0,21459.58
2023-10-04,19446.3,19457.8,19333.6,19436.1,277148310.0,26017.47
2023-10-05,19521.85,19576.95,19487.3,19545.75,234865323.0,22019.04
2023-10-06,19621.2,19675.75,19589.4,19653.5,159051277.0,16096.52
2023-10-09,19539.45,19588.95,19480.5,19512.35,165094800.0,15499.67
2023-10-10,19565.6,19717.8,19565.45,19689.85,216559447.0,18735.62
2023-10-11,19767.0,19839.2,19756.95,19811.35,213729730.0,19900.99
2023-10-12,19822.7,19843.3,19772.65,19794.0,217904144.0,20999.94
2023-10-13,19654.55,19805.4,19635.3,19751.05,254955979.0,24363.02
2023-10-16,19737.25,19781.3,19691.85,19731.75,180964341.0,14746.01
2023-10-17,19843.2,19849.75,19775.65,19811.5,185846716.0,16839.87
2023-10-18,19820.45,19840.95,19659.95,19671.1,198942937.0,18581.64
2023-10-19,19545.2,19681.8,19512.35,19624.7,230312163.0,23582.01
2023-10-20,19542.15,19593.8,19518.7,19542.65,198341255.0,17944.31
2023-10-23,19521.6,19556.85,19257.85,19281.75,176044288.0,16212.9
2023-10-25,19286.45,19347.3,19074.15,19122.15,225291741.0,19818.32
2023-10-26,19027.25,19041.7,18837.85,18857.25,300356469.0,28939.64
2023-10-27,18928.75,19076.15,18926.65,19047.25,205201044.0,19947.48
2023-10-30,19053.4,19158.5,18940.0,19140.9,180132492.0,17095.73
2023-10-31,19232.95,19233.7,19056.45,19079.6,206049341.0,19397.36
2023-11-01,19064.05,19096.05,18973.7,18989.15,194103279.0,18452.51
2023-11-02,19120.0,19175.25,19064.15,19133.25,245595109.0,19771.49
2023-11-03,19241.0,19276.25,19210.9,19230.6,189516123.0,17304.87
2023-11-06,19345.85,19423.0,19309.7,19411.75,180690631.0,16296.56
2023-11-07,19404.05,19423.5,19329.1,19406.7,198660124.0,18288.06
2023-11-08,19449.6,19464.4,19401.5,19443.5,194967997.0,17060.45
2023-11-09,19457.4,19463.9,19378.35,19395.3,208418472.0,19087.29
2023-11-10,19351.85,19451.3,19329.45,19425.35,152215785.0,12916.21
2023-11-12,19547.25,19547.25,19510.25,19525.55,37311902.0,2482.27
2023-11-13,19486.75,19494.4,19414.75,19443.55,189275733.0,13527.22
2023-11-15,19651.4,19693.2,19579.65,19675.45,291464988.0,24957.24
2023-11-16,19674.7,19875.25,19627.0,19765.2,282686669.0,26041.45
2023-11-17,19674.75,19806.0,19667.45,19731.8,236827462.0,21681.28
2023-11-20,19731.15,19756.45,19670.5,19694.0,173780543.0,16737.05
2023-11-21,19770.9,19829.1,19754.05,19783.4,194969012.0,17947.2
2023-11-22,19784.0,19825.55,19703.85,19811.85,184497984.0,17405.48
2023-11-23,19828.45,19875.15,19786.75,19802.0,170024085.0,15906.94
2023-11-24,19809.6,19832.85,19768.85,19794.7,145895044.0,14389.29
2023-11-28,19844.65,19916.85,19800.0,19889.7,229595031.0,23043.25
2023-11-29,19976.55,20104.65,19956.3,20096.6,236241768.0,22367.64
2023-11-30,20108.5,20158.7,20015.85,20133.15,486585349.0,48877.95
2023-12-01,20194.1,20291.55,20183.7,20267.9,265812566.0,22461.53
2023-12-04,20601.95,20702.65,20507.75,20686.8,381107418.0,33917.52
2023-12-05,20808.9,20864.05,20711.15,20855.1,421008350.0,41763.52
2023-12-06,20950.75,20961.95,20852.15,20937.7,359212958.0,35654.76
2023-12-07,20932.4,20941.25,20850.8,20901.15,274985308.0,24862.43
2023-12-08,20934.1,21006.1,20862.7,20969.4,292440768.0,27449.96
2023-12-11,20965.3,21026.1,20923.7,20997.1,212921451.0,21150.17
2023-12-12,21018.55,21037.9,20867.15,20906.4,244867128.0,25404.64
2023-12-13,20929.75,20950.0,20769.5,20926.35,260269318.0,25918.44
2023-12-14,21110.4,21210.9,21074.45,21182.7,334410589.0,32593.42
2023-12-15,21287.45,21492.3,21235.3,21456.65,508761756.0,50114.46
2023-12-18,21434.8,21482.8,21365.35,21418.65,249668965.0,23615.28
2023-12-19,21477.65,21505.05,21337.75,21453.1,249750062.0,23750.61
2023-12-20,21543.5,21593.0,21087.35,21150.15,363886229.0,30993.12
2023-12-21,21033.95,21288.35,20976.8,21255.05,277548079.0,26001.02
2023-12-22,21295.85,21390.5,21232.45,21349.4,284708918.0,27709.29
2023-12-26,21365.2,21477.15,21329.45,21441.35,219467748.0,20081.33
2023-12-27,21497.65,21675.75,21495.8,21654.75,256542963.0,23059.25
2023-12-28,21715.0,21801.45,21678.0,21778.7,393080755.0,35031.0
2023-12-29,21737.65,21770.3,21676.9,21731.4,270922276.0,23697.88
2024-01-01,21727.75,21834.35,21680.85,21741.9,153995217.0,14184.09
2024-01-02,21751.35,21755.6,21555.65,21665.8,263711568.0,25316.13
2024-01-03,21661.1,21677.0,21500.35,21517.35,311933117.0,32329.23
2024-01-04,21605.8,21685.65,21564.55,21658.6,339172697.0,30868.15
2024-01-05,21705.75,21749.6,21629.2,21710.8,309303266.0,26554.49
2024-01-08,21747.6,21763.95,21492.9,21513.0,231452935.0,21140.94
2024-01-09,21653.6,21724.45,21517.85,21544.85,228568589.0,24055.74
2024-01-10,21529.3,21641.85,21448.65,21618.7,216991926.0,20958.96
2024-01-11,21688.0,21726.5,21593.75,21647.2,212453866.0,23492.12
2024-01-12,21773.55,21928.25,21715.15,21894.55,294678459.0,30565.5
2024-01-15,22053.15,22115.55,21963.55,22097.45,345543523.0,29523.15
2024-01-16,22080.5,22124.15,21969.8,22032.3,292433764.0,24435.94
2024-01-17,21647.25,21851.5,21550.45,21571.95,455999867.0,47533.44
2024-01-18,21414.2,21539.4,21285.55,21462.25,387341268.0,39718.84
2024-01-19,21615.2,21670.6,21575.0,21622.4,343055124.0,34429.24
2024-01-20,21706.15,21720.3,21541.8,21571.8,162073740.0,13917.46
2024-01-23,21716.7,21750.25,21192.6,21238.8,449718534.0,48813.68
2024-01-24,21185.25,21482.35,21137.2,21453.95,407460664.0,41718.64
2024-01-25,21454.6,21459.0,21247.05,21352.6,418143077.0,40088.5
2024-01-29,21433.1,21763.25,21429.6,21737.6,376702289.0,34516.42
2024-01-30,21775.75,21813.05,21501.8,21522.1,375137333.0,32916.3
2024-01-31,21487.25,21741.35,21448.85,21725.7,410583065.0,41587.85
2024-02-01,21780.65,21832.95,21658.75,21697.45,332541208.0,34042.15
2024-02-02,21812.75,22126.8,21805.55,21853.8,442794738.0,38395.9
2024-02-05,21921.05,21964.3,21726.95,21771.7,440849699.0,33807.94
2024-02-06,21825.2,21951.4,21737.55,21929.4,370968111.0,32910.82
2024-02-07,22045.05,22053.3,21860.15,21930.5,346263704.0,30088.76
2024-02-08,22009.65,22011.05,21665.3,21717.95,491069786.0,41082.02
2024-02-09,21727.0,21804.45,21629.9,21782.5,349222850.0,31176.16
2024-02-12,21800.8,21831.7,21574.75,21616.05,287436165.0,23921.14
2024-02-13,21664.3,21766.8,21543.35,21743.25,365785766.0,29896.62
2024-02-14,21578.15,21870.85,21530.2,21840.05,359120861.0,32535.0
2024-02-15,21906.55,21953.85,21794.8,21910.75,345394395.0,29559.69
2024-02-16,22020.3,22068.65,21968.95,22040.7,343892935.0,30666.89
2024-02-19,22103.45,22186.65,22021.05,22122.25,218252325.0,21375.71
2024-02-20,22099.2,22215.6,22045.85,22196.95,295705319.0,26872.32
2024-02-21,22248.85,22249.4,21997.95,22055.05,364545679.0,29741.39
2024-02-22,22081.55,22252.5,21875.25,22217.45,343495136.0,33985.94
2024-02-23,22290.0,22297.5,22186.1,22212.7,225983194.0,24617.01
2024-02-26,22169.2,22202.15,22075.15,22122.05,207775504.0,20850.26
2024-02-27,22090.2,22218.25,22085.65,22198.35,252199186.0,24620.71
2024-02-28,22214.1,22229.15,21915.85,21951.15,202952371.0,20579.8
2024-02-29,21935.2,22060.55,21860.65,21982.8,360165824.0,40196.12
2024-03-01,22048.3,22353.3,22047.75,22338.75,351503075.0,29646.47
2024-03-02,22406.95,22419.55,22367.05,22378.4,35763814.0,1918.77
2024-03-04,22403.5,22440.9,22358.3,22405.6,298794435.0,23771.71
2024-03-05,22371.25,22416.9,22269.15,22356.3,296153036.0,29165.37
2024-03-06,22327.5,22497.2,22224.35,22474.05,312262560.0,31029.01
2024-03-07,22505.3,22525.65,22430.0,22493.55,379865142.0,33558.46
2024-03-11,22517.5,22526.6,22307.25,22332.65,277897373.0,27222.37
2024-03-12,22334.45,22452.55,22256.0,22335.7,299201167.0,29781.12
2024-03-13,22432.2,22446.75,21905.65,21997.7,493341697.0,40109.23
2024-03-14,21982.55,22204.6,21917.5,22146.65,426742460.0,37348.3
2024-03-15,22064.85,22120.9,21931.7,22023.35,661460455.0,60260.88
2024-03-18,21990.1,22123.7,21916.55,22055.7,356321519.0,23015.51
2024-03-19,21946.45,21978.3,21793.1,21817.45,344157465.0,30291.6
2024-03-20,21843.9,21930.9,21710.2,21839.1,312414696.0,28939.85
2024-03-21,21989.9,22080.95,21941.3,22011.95,353172434.0,31258.4
2024-03-22,21932.2,22180.7,21883.3,22096.75,388656439.0,39023.19
2024-03-26,21947.9,22073.2,21947.55,22004.7,328403719.0,33382.08
2024-03-27,22053.95,22193.6,22052.85,22123.65,409136866.0,38830.73
2024-03-28,22163.6,22516.0,22163.6,22326.9,407422815.0,45656.57
2024-04-01,22455.0,22529.95,22427.75,22462.0,243637071.0,21420.69
2024-04-02,22458.8,22497.6,22388.15,22453.3,289524237.0,27940.93
2024-04-03,22385.7,22521.1,22346.5,22434.65,309647491.0,30793.28
2024-04-04,22592.1,22619.0,22303.8,22514.65,400986156.0,40705.56
2024-04-05,22486.4,22537.6,22427.6,22513.7,242244731.0,24797.82
2024-04-08,22578.35,22697.3,22550.35,22666.3,227633561.0,22480.2
2024-04-09,22765.1,22768.4,22612.25,22642.75,232356772.0,21651.69
2024-04-10,22720.25,22775.7,22673.7,22753.8,276847931.0,25355.05
2024-04-12,22677.4,22726.45,22503.75,22519.4,357187778.0,36456.91
2024-04-15,22339.05,22427.45,22259.55,22272.5,355465814.0,29474.59
2024-04-16,22125.3,22213.75,22079.45,22147.9,317267066.0,28661.04
2024-04-18,22212.35,22326.5,21961.7,21995.85,456906707.0,43314.67
2024-04-19,21861.5,22179.55,21777.65,22147.0,362530569.0,36073.63
2024-04-22,22336.9,22375.65,22198.15,22336.4,279259571.0,26841.2
2024-04-23,22447.05,22447.55,22349.45,22368.0,231520813.0,25651.64
2024-04-24,22421.55,22476.45,22384.0,22402.4,235898642.0,21925.6
2024-04-25,22316.9,22625.95,22305.25,22570.35,475044740.0,53803.8
2024-04-26,22620.4,22620.4,22385.55,22419.95,329887340.0,36984.89
2024-04-29,22475.55,22655.8,22441.9,22643.4,291957361.0,32431.45
2024-04-30,22679.65,22783.35,22568.4,22604.85,361859375.0,38741.7
2024-05-02,22567.85,22710.5,22567.85,22648.2,445909456.0,43133.31
2024-05-03,22766.35,22794.7,22348.05,22475.85,438060727.0,44432.55
2024-05-06,22561.6,22588.8,22409.45,22442.7,320255789.0,33417.53
2024-05-07,22489.75,22499.05,22232.05,22302.5,297815469.0,31512.26
2024-05-08,22231.2,22368.65,22185.2,22302.5,277438692.0,29717.33
2024-05-09,22224.8,22307.75,21932.4,21957.5,331327454.0,37870.88
2024-05-10,21990.95,22131.3,21950.3,22055.2,265804411.0,28717.71
2024-05-13,22027.95,22131.65,21821.05,22104.05,278186886.0,29036.08
2024-05-14,22112.9,22270.05,22081.25,22217.85,230238941.0,23741.66
2024-05-15,22255.6,22297.55,22151.75,22200.55,231935478.0,23815.79
2024-05-16,22319.2,22432.25,22054.55,22403.85,368945092.0,38836.11
2024-05-17,22415.25,22502.15,22345.65,22466.1,242654570.0,27388.67
2024-05-18,22512.85,22520.25,22470.05,22502.0,19064566.0,1572.77
2024-05-21,22404.55,22591.1,22404.55,22529.05,347591587.0,30782.35
2024-05-22,22576.6,22629.5,22483.15,22597.8,290345590.0,28556.14
2024-05-23,22614.1,22993.6,22577.45,22967.65,369767547.0,39157.65
2024-05-24,22930.75,23026.4,22908.0,22957.1,261927120.0,27966.99
2024-05-27,23038.95,23110.8,22871.2,22932.45,260006078.0,27204.54
2024-05-28,22977.15,22998.55,22858.5,22888.15,217890750.0,23054.65
2024-05-29,22762.75,22825.5,22685.45,22704.7,269932784.0,27549.09
2024-05-30,22617.45,22705.75,22417.0,22488.65,373374457.0,32991.46
2024-05-31,22568.1,22653.75,22465.1,22530.7,572122639.0,67040.32
2024-06-03,23337.9,23338.7,23062.3,23263.9,569425569.0,56418.25
2024-06-04,23179.5,23179.5,21281.45,21884.5,1006105058.0,93786.44
2024-06-05,22128.35,22670.4,21791.95,22620.35,638487077.0,64326.85
2024-06-06,22798.6,22910.15,22642.6,22821.4,480413289.0,49047.39
2024-06-07,22821.85,23320.2,22789.05,23290.15,473554898.0,47621.54
2024-06-10,23319.15,23411.9,23227.15,23259.2,304392368.0,29060.4
2024-06-11,23283.75,23389.45,23206.65,23264.85,305185666.0,29190.91
2024-06-12,23344.45,23441.95,23295.95,23322.95,295630910.0,31795.48
2024-06-13,23480.95,23481.05,23353.9,23398.9,268279841.0,30151.67
2024-06-14,23464.95,23490.4,23334.25,23465.6,223086741.0,25746.34
2024-06-18,23570.8,23579.05,23499.7,23557.9,272207297.0,29389.75
2024-06-19,23629.85,23664.0,23412.9,23516.0,328811255.0,39430.39
2024-06-20,23586.15,23624.0,23442.6,23567.0,280336970.0,33390.07
2024-06-21,23661.15,23667.1,23398.2,23501.1,609877803.0,70062.97
2024-06-24,23382.3,23558.1,23350.0,23537.85,239358460.0,24862.37
2024-06-25,23577.1,23754.15,23562.05,23721.3,298111025.0,34263.36
2024-06-26,23723.1,23889.9,23670.45,23868.8,287824687.0,33979.62
2024-06-27,23881.55,24087.45,23805.4,24044.5,515227010.0,61216.71
2024-06-28,24085.9,24174.0,23985.8,24010.6,354779832.0,41242.87
2024-07-01,23992.95,24164.0,23992.7,24141.95,242468081.0,28204.06
2024-07-02,24228.75,24236.35,24056.4,24123.85,309629240.0,34838.65
2024-07-03,24291.75,24309.15,24207.1,24286.5,289201551.0,36661.17
2024-07-04,24369.95,24401.0,24281.0,24302.15,251189844.0,28466.6
2024-07-05,24213.35,24363.0,24168.85,24323.85,298381204.0,32052.48
2024-07-08,24329.45,24344.6,24240.55,24320.55,266299131.0,26356.03
2024-07-09,24351.0,24443.6,24331.9,24433.2,250537091.0,29361.08
2024-07-10,24459.85,24461.05,24141.8,24324.45,292263786.0,35358.54
2024-07-11,24396.55,24402.65,24193.75,24315.95,306404194.0,32115.44
2024-07-12,24387.95,24592.2,24331.15,24502.15,325823474.0,39565.33
2024-07-15,24587.6,24635.05,24522.75,24586.7,305395934.0,31593.04
2024-07-16,24615.9,24661.25,24587.65,24613.0,283212233.0,28668.71
2024-07-18,24543.8,24837.75,24504.45,24800.85,350924425.0,40477.17
2024-07-19,24853.8,24854.8,24508.15,24530.9,,
2024-07-22,24445.75,24595.2,24362.3,24509.25,324190553.0,32496.23
2024-07-23,24568.9,24582.55,24074.2,24479.05,436408768.0,44921.42
2024-07-24,24444.95,24504.25,24307.25,24413.5,366616574.0,39538.11
2024-07-25,24230.95,24426.15,24210.8,24406.1,391821970.0,37853.62
2024-07-26,24423.35,24861.15,24410.9,24834.85,383826136.0,42118.36
2024-07-29,24943.3,24999.75,24774.6,24836.1,354966070.0,37102.92
2024-07-30,24839.4,24971.75,24798.65,24857.3,384989431.0,37576.58
2024-07-31,24886.7,24984.6,24856.5,24951.15,333646302.0,35411.32
2024-08-01,25030.95,25078.3,24956.4,25010.9,431313292.0,38822.9
2024-08-02,24789.0,24851.9,24686.85,24717.7,345027881.0,35368.54
2024-08-05,24302.85,24350.05,23893.7,24055.6,486994718.0,45066.65
2024-08-06,24189.85,24382.6,23960.4,23992.55,312339387.0,31553.65
2024-08-07,24289.4,24337.7,24184.9,24297.5,317564429.0,29738.85
2024-08-08,24248.55,24340.5,24079.7,24117.0,311875940.0,30858.18
2024-08-09,24386.85,24419.75,24311.2,24367.5,215129992.0,22339.19
2024-08-12,24320.05,24472.8,24212.1,24347.0,279925100.0,30311.85
2024-08-13,24342.35,24359.95,24116.5,24139.0,239727640.0,25459.58
2024-08-14,24184.4,24196.5,24099.7,24143.75,303254705.0,27834.61
2024-08-16,24334.85,24563.9,24204.5,24541.15,271611087.0,28521.9
2024-08-19,24636.35,24638.8,24522.95,24572.65,243645503.0,22124.41
2024-08-20,24648.9,24734.3,24607.2,24698.85,238318940.0,25478.73
2024-08-21,24680.55,24787.95,24654.5,24770.2,257114212.0,27404.63
2024-08-22,24863.4,24867.35,24784.45,24811.5,220345125.0,24227.03
2024-08-23,24845.4,24858.4,24771.65,24823.15,206800655.0,23134.22
2024-08-26,24906.1,25043.8,24874.7,25010.6,210266456.0,22166.86
2024-08-27,25024.8,25073.1,24973.65,25017.75,223346636.0,26695.0
2024-08-28,25030.8,25129.6,24964.65,25052.35,220419448.0,26994.19
2024-08-29,25035.3,25192.9,24998.5,25151.95,353993900.0,43221.73
2024-08-30,25249.7,25268.35,25199.4,25235.9,638166179.0,89554.91
2024-09-02,25333.6,25333.65,25235.5,25278.7,222815249.0,28187.71
2024-09-03,25313.4,25321.7,25235.8,25279.85,212131921.0,27276.14
2024-09-04,25089.95,25216.0,25083.8,25198.7,253788501.0,26293.35
2024-09-05,25250.5,25275.45,25127.75,25145.1,222242223.0,26272.38
2024-09-06,25093.7,25168.75,24801.3,24852.15,311671856.0,33001.17
2024-09-09,24823.4,24957.5,24753.15,24936.4,254367252.0,25180.28
2024-09-10,24999.4,25130.5,24896.8,25041.1,251274802.0,27846.31
2024-09-11,25034.0,25113.7,24885.15,24918.45,279229206.0,29395.73
2024-09-12,25059.65,25433.35,24941.45,25388.9,380069653.0,41747.91
2024-09-13,25430.45,25430.5,25292.45,25356.5,250781898.0,25530.69
2024-09-16,25406.65,25445.7,25336.2,25383.75,168694880.0,18705.01
2024-09-17,25416.9,25441.65,25352.25,25418.55,215956868.0,25280.83
2024-09-18,25402.4,25482.2,25285.55,25377.55,215727159.0,28832.0
2024-09-19,25487.05,25611.95,25376.05,25415.8,314461263.0,34389.27
2024-09-20,25525.95,25849.25,25426.6,25790.95,533067422.0,68915.27
2024-09-23,25872.55,25956.0,25847.35,25939.05,209187756.0,24825.74
2024-09-24,25921.45,26011.55,25886.85,25940.4,384115033.0,35573.63
2024-09-25,25899.45,26032.8,25871.35,26004.15,278540972.0,27868.08
2024-09-26,26005.4,26250.9,25998.4,26216.05,370895477.0,40838.36
2024-09-27,26248.25,26277.35,26151.4,26178.95,490332370.0,55420.63
2024-09-30,26061.3,26134.7,25794.1,25810.85,375370974.0,36028.06
2024-10-01,25788.45,25907.6,25739.2,25796.9,247423786.0,27473.29
2024-10-03,25452.85,25639.45,25230.3,25250.1,423395030.0,45689.5
2024-10-04,25181.9,25485.05,24966.8,25014.6,374914801.0,42719.71
2024-10-07,25084.1,25143.0,24694.35,24795.75,374345795.0,40550.24
2024-10-08,24832.2,25044.0,24756.8,25013.15,333220055.0,33493.36
2024-10-09,25065.8,25234.05,24947.7,24981.95,290562844.0,30877.63
2024-10-10,25067.05,25134.05,24979.4,24998.45,261364749.0,28046.45
2024-10-11,24985.3,25028.65,24920.05,24964.25,210462717.0,21734.97
2024-10-14,25023.45,25159.75,25017.5,25127.95,206423311.0,21270.9
2024-10-15,25186.3,25212.05,25008.15,25057.35,257228772.0,29113.88
2024-10-16,25008.55,25093.4,24908.45,24971.3,226774456.0,24115.83
2024-10-17,25027.4,25029.5,24728.9,24749.85,252755662.0,32606.34
2024-10-18,24664.95,24886.2,24567.65,24854.05,290855392.0,31772.76
2024-10-21,24956.15,24978.3,24679.6,24781.1,241978957.0,32207.22
2024-10-22,24798.65,24882.0,24445.8,24472.1,279484697.0,32801.59
2024-10-23,24378.15,24604.25,24378.1,24435.5,284556771.0,31928.1
2024-10-24,24412.7,24480.65,24341.2,24399.4,216686434.0,27817.66
2024-10-25,24418.05,24440.25,24073.9,24180.8,372642214.0,37068.91
2024-10-28,24251.1,24492.6,24134.9,24339.15,278562235.0,28136.06
2024-10-29,24328.85,24484.5,24140.85,24466.85,332044690.0,35579.48
2024-10-30,24371.45,24498.2,24307.3,24340.85,285196335.0,31068.7
2024-10-31,24349.85,24372.45,24172.6,24205.35,287007588.0,33403.89
2024-11-01,24302.75,24368.25,24280.2,24304.35,38811387.0,3348.45
2024-11-04,24315.75,24316.75,23816.15,23995.35,285531635.0,31561.52
2024-11-05,23916.5,24229.05,23842.75,24213.3,289511197.0,30074.77
2024-11-06,24308.75,24537.6,24204.05,24484.05,351082031.0,34108.84
2024-11-07,24489.6,24503.35,24179.05,24199.35,322185588.0,30971.89
2024-11-08,24207.7,24276.15,24066.65,24148.2,298725122.0,27670.3
2024-11-11,24087.25,24336.8,24004.6,24141.3,273370562.0,26600.28
2024-11-12,24225.8,24242.0,23839.15,23883.45,255825829.0,26852.73
2024-11-13,23822.45,23873.6,23509.6,23559.05,304569316.0,27765.81
2024-11-14,23542.15,23675.9,23484.15,23532.7,257708474.0,24814.37
2024-11-18,23605.3,23606.8,23350.4,23453.8,263311912.0,25257.33
2024-11-19,23529.55,23780.65,23464.8,23518.5,297477279.0,30486.78
2024-11-21,23488.45,23507.3,23263.15,23349.9,420332354.0,40900.89
2024-11-22,23411.8,23956.1,23359.0,23907.25,367562789.0,39257.52
2024-11-25,24253.55,24351.55,24135.45,24221.9,687172787.0,85975.81
2024-11-26,24343.3,24343.3,24125.4,24194.5,230691771.0,24140.67
2024-11-27,24204.8,24354.55,24145.65,24274.9,295011445.0,31149.09
2024-11-28,24274.15,24345.75,23873.35,23914.15,366745300.0,41198.27
